1,Stockout,S1,Milk,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:22.337
2,Stockout,S1,Bread,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:22.627
3,Stockout,S1,Eggs,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:22.913
4,Stockout,S1,Rice,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:23.217
5,Stockout,S1,Atta,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:23.533
6,Stockout,S1,Sugar,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:23.837
7,Stockout,S1,Salt,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:24.123
8,Stockout,S1,Butter,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:24.437
9,Stockout,S1,Cheese,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:24.727
10,Stockout,S1,Juice,NULL,0,📦 Store S1 running low on None (only 0 left).,2025-09-10 18:12:25.027
11,Stockout,S2,Milk,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:25.327
12,Stockout,S2,Bread,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:25.627
13,Stockout,S2,Eggs,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:25.927
14,Stockout,S2,Rice,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:26.233
15,Stockout,S2,Atta,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:26.537
16,Stockout,S2,Sugar,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:26.843
17,Stockout,S2,Salt,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:27.150
18,Stockout,S2,Butter,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:27.447
19,Stockout,S2,Cheese,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:27.750
20,Stockout,S2,Juice,NULL,0,📦 Store S2 running low on None (only 0 left).,2025-09-10 18:12:28.047
21,Stockout,S3,Milk,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:28.357
22,Stockout,S3,Bread,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:28.660
23,Stockout,S3,Eggs,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:28.960
24,Stockout,S3,Rice,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:29.260
25,Stockout,S3,Atta,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:29.560
26,Stockout,S3,Sugar,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:29.860
27,Stockout,S3,Salt,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:30.170
28,Stockout,S3,Butter,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:30.477
29,Stockout,S3,Cheese,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:30.770
30,Stockout,S3,Juice,NULL,0,📦 Store S3 running low on None (only 0 left).,2025-09-10 18:12:31.073
31,Stockout,S4,Milk,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:31.377
32,Stockout,S4,Bread,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:31.680
33,Stockout,S4,Eggs,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:31.980
34,Stockout,S4,Rice,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:32.287
35,Stockout,S4,Atta,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:32.590
36,Stockout,S4,Sugar,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:32.890
37,Stockout,S4,Salt,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:33.193
38,Stockout,S4,Butter,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:33.510
39,Stockout,S4,Cheese,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:33.810
40,Stockout,S4,Juice,NULL,0,📦 Store S4 running low on None (only 0 left).,2025-09-10 18:12:34.110
41,Stockout,S5,Milk,NULL,0,📦 Store S5 running low on None (only 0 left).,2025-09-10 18:12:34.437
42,Stockout,S5,Bread,NULL,0,📦 Store S5 running low on None (only 0 left).,2025-09-10 18:12:34.730
